ascii/100.jpg,13.266000,8.310100
ascii/101.jpg,7.840200,12.378000
ascii/102.jpg,7.460600,5.246600
ascii/103.jpg,13.429800,11.200000
ascii/104.jpg,12.476400,4.097600
ascii/105.jpg,5.435600,0.924100
ascii/106.jpg,7.508800,2.718800
ascii/107.jpg,11.734600,7.476100
ascii/108.jpg,6.819400,0.281800
ascii/109.jpg,16.262400,6.907200
ascii/110.jpg,10.516600,4.098200
ascii/111.jpg,10.019400,9.126800
ascii/112.jpg,13.343200,8.196100
ascii/113.jpg,13.265600,8.239600
ascii/114.jpg,6.135800,2.742200
ascii/115.jpg,5.950200,10.186800
ascii/116.jpg,6.821200,5.549000
ascii/117.jpg,10.525200,4.036800
ascii/118.jpg,9.631000,5.049200
ascii/119.jpg,18.313600,7.309400
ascii/120.jpg,9.703600,8.372000
ascii/121.jpg,11.529400,5.984700
ascii/122.jpg,5.143000,10.422400
ascii/123.jpg,8.443800,5.186800
ascii/124.jpg,9.212000,0.070100
ascii/125.jpg,8.440600,5.205500
ascii/126.jpg,3.549800,5.518000
ascii/33.jpg,5.684400,0.920200
ascii/34.jpg,5.641600,0.423700
ascii/35.jpg,13.391800,11.333600
ascii/36.jpg,16.286200,12.933700
ascii/37.jpg,23.540100,16.748100
ascii/38.jpg,17.260400,16.586700
ascii/39.jpg,2.820800,0.211500
ascii/40.jpg,8.433200,3.088300
ascii/41.jpg,8.406000,3.009100
ascii/42.jpg,6.395600,6.043900
ascii/43.jpg,5.423800,5.303200
ascii/44.jpg,2.890400,1.419400
ascii/45.jpg,0.191600,2.510600
ascii/46.jpg,0.574600,0.638000
ascii/47.jpg,7.831200,3.897000
ascii/48.jpg,14.045800,10.398300
ascii/49.jpg,8.618200,3.416400
ascii/50.jpg,8.120600,12.818300
ascii/51.jpg,7.924800,14.499900
ascii/52.jpg,11.668000,9.468900
ascii/53.jpg,8.572000,12.380100
ascii/54.jpg,12.686200,13.532900
ascii/55.jpg,7.114400,8.343300
ascii/56.jpg,14.085400,17.805700
ascii/57.jpg,12.624800,13.517100
ascii/58.jpg,1.147200,1.274400
ascii/59.jpg,3.465000,2.057000
ascii/60.jpg,5.546200,10.919400
ascii/61.jpg,0.382600,10.551400
ascii/62.jpg,5.550000,10.927200
ascii/63.jpg,6.370200,7.728800
ascii/64.jpg,21.219600,20.725400
ascii/65.jpg,13.398400,10.252800
ascii/66.jpg,13.576400,13.774100
ascii/67.jpg,8.709400,11.546900
ascii/68.jpg,13.688200,9.961400
ascii/69.jpg,6.873600,11.088900
ascii/70.jpg,6.881600,8.097100
ascii/71.jpg,11.616200,15.140000
ascii/72.jpg,13.554400,4.692500
ascii/73.jpg,6.907400,0.282100
ascii/74.jpg,7.683600,4.748800
ascii/75.jpg,13.834000,10.057900
ascii/76.jpg,6.866000,4.298300
ascii/77.jpg,23.507000,6.981900
ascii/78.jpg,19.965800,5.625600
ascii/79.jpg,13.978000,14.207900
ascii/80.jpg,10.866200,8.716100
ascii/81.jpg,15.188900,16.420800
ascii/82.jpg,13.903400,12.681900
ascii/83.jpg,8.411000,13.532300
ascii/84.jpg,6.966200,5.468500
ascii/85.jpg,13.786400,5.388400
ascii/86.jpg,13.727400,6.834900
ascii/87.jpg,23.316100,8.361300
ascii/88.jpg,13.812200,11.355200
ascii/89.jpg,11.025000,6.579100
ascii/90.jpg,7.176800,13.553800
ascii/91.jpg,8.282000,3.511700
ascii/92.jpg,7.833200,3.922600
ascii/93.jpg,8.399600,3.494400
ascii/94.jpg,8.433400,5.433000
ascii/95.jpg,0.192800,5.098000
ascii/96.jpg,1.950200,1.278400
ascii/97.jpg,9.127400,11.113000
ascii/98.jpg,13.343200,8.266400
ascii/99.jpg,5.878600,7.695600
